Postcode,Median_Income
5141,42316.85714
5142,41921.57143
5144,42948.28571
5151,47319.85714
5152,48949.28571
5153,41698.42857
5154,47503.14286
5155,44718.57143
5156,45979.57143
5157,40273.28571
5158,43302
5159,42737.85714
5161,40844.57143
5162,39748.85714
5163,37660.57143
5164,35295.85714
5165,36613.57143
5166,38086.71429
5167,40441.71429
5168,38687.57143
5169,40433.71429
5170,37722
5171,38793.57143
5172,38144.28571
5173,37317.42857
5174,37508.85714
5201,38986.14286
5202,36545.85714
5203,32824.28571
5204,30829
5210,37314.14286
5211,31225.42857
5212,29823
5213,34411.42857
5214,30235.71429
5220,31759.28571
5222,30999
5223,32951.28571
5231,42340.71429
5232,39620.85714
5233,40471
5234,40355
5235,36153.57143
5237,36877.66667
5238,31781.14286
5240,37087.57143
5241,41039
5242,43327.71429
5243,43266.57143
5244,40427.71429
5245,40458.14286
5250,44010.28571
5251,41322.57143
5252,41327
5253,35416.71429
5254,35179.28571
5255,37366.42857
5256,32147.42857
5259,31537.85714
5260,34112.57143
5261,36382.42857
5262,38367
5264,34462.14286
5265,33131.85714
5266,35309.28571
5267,37609.42857
5268,36896.85714
5270,35944.85714
5271,37592.28571
5272,37736
5275,37155.57143
5276,33547.14286
5277,39278.28571
5278,37880
5279,38379.75
5280,37528.42857
5290,40280.42857
5291,41381.71429
5301,28847.57143
5302,35980.57143
5304,34259
5307,29379.42857
5320,35367.71429
5322,33406.28571
5330,35408.71429
5332,34718.71429
5333,36974
5340,35654.42857
5341,35128.28571
5342,37155.28571
5343,37426.42857
5344,34847.85714
5345,36623.71429
5350,44599.8
5351,42327.14286
5352,42208.71429
5353,38310
5355,41914.85714
5356,37836
5357,32941.66667
5360,42728.57143
5371,41445.71429
5372,42989.85714
5373,38603
5374,32220.85714
5381,23000.5
5400,41210.85714
5401,40133.42857
5412,36146.42857
5413,31008
5417,34972.85714
5422,33496.71429
5431,33622.57143
5433,39654.71429
5434,37499.57143
5451,36321.57143
5452,35753.28571
5453,38953
5454,33351.42857
5460,35548.14286
5461,37972.14286
5462,37840.57143
5464,37972.57143
5473,35413.42857
5480,34998.85714
5481,28972.71429
5482,32421.57143
5483,37464
5485,38926.71429
5491,39975
5495,39842.8
5501,41904
5502,40052.57143
5520,36449.85714
5522,34656.28571
5523,40480
5540,38281.85714
5550,37593.14286
5554,38928.71429
5555,38729.42857
5556,33860.42857
5558,33856.28571
5560,41388.14286
5570,35425
5571,34592.85714
5573,37349.57143
5575,32224.28571
5576,33294
5577,28880.71429
5580,35840.2
5581,31289.71429
5582,34003.85714
5583,28921
5600,49733.42857
5602,36027.85714
5603,37561.57143
5605,34989.14286
5606,39620.71429
5607,36998.28571
5608,42300.71429
5609,54638.57143
5631,41642.71429
5633,35688.2
5640,39427.85714
5641,37923.14286
5652,39249.14286
5670,35780.14286
5680,35015.14286
5690,40348.85714
5700,42322.71429
5710,46366.28571
5722,34799.5
5723,37254.85714
5725,79019.14286
5731,54147.33333
7000,42914.57143
7001,17935.66667
7004,42150.28571
7005,39647
7007,44867.14286
7008,43609.57143
7009,38186.42857
7010,38044.85714
7011,39850.42857
7012,43261.28571
7015,42552.57143
7016,36591.85714
7017,44359.85714
7018,42207.42857
7019,37751.71429
7020,44757.85714
7021,43165.28571
7022,40530.42857
7023,40824.75
7024,45432.42857
7025,40409
7026,36978
7030,38513.42857
7050,40756.42857
7051,43325.33333
7052,42791.42857
7053,45001.28571
7054,42917.14286
7055,43324.85714
7109,36123.42857
7112,31398
7113,34258
7116,33391.57143
7117,34473.14286
7120,32691
7140,37168.71429
7150,36830.85714
7155,35768.57143
7162,33447.71429
7163,39368
7170,46112.71429
7171,42003.28571
7172,38902.71429
7173,38644
7177,33935.71429
7179,30915.42857
7184,29764
7190,31659.28571
7209,32935.42857
7210,34207.57143
7212,38201.28571
7214,30599.42857
7215,30530.85714
7216,27691.85714
7248,33927
7249,39744.71429
7250,40892.85714
7252,40717.57143
7253,36291.28571
7254,36009.71429
7255,33935.28571
7256,39516.85714
7258,45336.42857
7259,36618.71429
7260,34950.28571
7262,35776.14286
7263,28947.57143
7264,28214.85714
7267,38260.57143
7268,39106.14286
7270,33732
7275,35746.42857
7276,35465.42857
7277,40113.57143
7290,41076.57143
7291,41631.42857
7292,37127.57143
7300,41194
7301,37836.14286
7302,36596.14286
7303,35556.57143
7304,32222.85714
7305,34930.57143
7306,33168.57143
7307,38419
7310,36755.71429
7315,37247.71429
7316,38967.28571
7320,38932.14286
7321,37138.28571
7322,39435.57143
7325,37480
7330,38635.71429
7331,39174.28571
7467,38898.85714
7468,41162.85714
7469,42750.42857
7470,50393.42857
3000,29022.85714
3001,33656.33333
3002,61011.14286
3003,42899.28571
3004,52881.85714
3006,47508.28571
3008,49027.57143
3011,41923.42857
3012,44137
3013,54346.42857
3015,54528
3016,53151
3018,47562.42857
3019,34920.14286
3020,36393
3021,35357.14286
3022,39437.85714
3023,42902
3024,44041
3025,43913.42857
3026,50670
3027,49221.4
3028,42973.14286
3029,41902.71429
3030,44921.57143
3031,50187.71429
3032,46964
3033,44153.71429
3034,42604.85714
3036,45417.42857
3037,43277.57143
3038,42607.42857
3039,51171.42857
3040,49550.28571
3041,48394.57143
3042,46005.71429
3043,43108.57143
3044,46556.71429
3046,40080
3047,32116.85714
3048,33003.28571
3049,43488.71429
3051,40500.85714
3052,39780.42857
3053,34887.85714
3054,48312
3055,44599.14286
3056,44970.85714
3057,47367.28571
3058,43115
3059,44090.28571
3060,35214.57143
3061,33273
3063,45300
3064,40804.42857
3065,47580.14286
3066,48726.71429
3067,50487.71429
3068,52369.57143
3070,49680.42857
3071,45845.42857
3072,42411
3073,39719.14286
3074,36462
3075,36971
3076,40188.14286
3078,49920.85714
3079,51671.28571
3081,39455.57143
3082,41451.85714
3083,38021.85714
3084,46689
3085,46135
3087,45272.14286
3088,45429.28571
3089,46592.57143
3090,48718
3091,44403.28571
3093,48784.57143
3094,46326
3095,46762.14286
3096,43167.42857
3097,42080.28571
3099,41932.57143
3101,51808.57143
3102,49426.85714
3103,44062.42857
3104,43838.85714
3105,41106.57143
3106,41771
3107,40254
3108,36597.28571
3109,37479.14286
3111,42279.28571
3113,46499.28571
3114,47982.85714
3115,45566.57143
3116,42279.28571
3121,55438.57143
3122,52250.71429
3123,53396
3124,49811.42857
3125,35450.28571
3126,54624
3127,49948.42857
3128,35444.14286
3129,40793
3130,42536.71429
3131,40908.85714
3132,44398.71429
3133,39710.28571
3134,43122.57143
3135,43424.14286
3136,42805
3137,42327.71429
3138,42766.42857
3139,40210
3140,42062.85714
3141,54591.85714
3142,63252.85714
3143,56648.71429
3144,59292.42857
3145,49795.28571
3146,53538
3147,46614.14286
3148,41244.42857
3149,40495.42857
3150,37955.71429
3151,36257.57143
3152,40600.71429
3153,42400.85714
3154,43361.57143
3155,42163.71429
3156,43343
3158,43216.14286
3159,43170.14286
3160,43118.85714
3161,52169.28571
3162,48494.85714
3163,45444.28571
3165,45073
3166,43733.57143
3167,41709.42857
3168,32391.28571
3169,37318.85714
3170,41379.14286
3171,32671
3172,38584.57143
3173,40644.14286
3174,36556.42857
3175,35749.28571
3177,35606.14286
3178,43968.14286
3179,41325.57143
3180,41338.14286
3181,52322.28571
3182,48186.57143
3183,47827.14286
3184,55707.28571
3185,50308.28571
3186,57658.14286
3187,49873.85714
3188,50272.14286
3189,43168.85714
3190,47119
3191,52805.85714
3192,44836.71429
3193,48806.71429
3194,46038.57143
3195,47103.57143
3196,45893.28571
3197,45615.14286
3198,42604.42857
3199,40307.14286
3200,37585.71429
3201,42975.85714
3202,45739
3204,46205.71429
3205,55181.28571
3206,62056.28571
3207,62001.85714
3211,43481.85714
3212,44302
3213,42972
3214,36316.85714
3215,40651.71429
3216,40096.57143
3217,49082
3218,43777.57143
3219,38974.42857
3220,45118.71429
3221,42929.57143
3222,38035.71429
3223,33288.42857
3224,40435.85714
3225,35812.14286
3226,40232.57143
3227,41748.85714
3228,42906.42857
3230,35000.28571
3231,34627.42857
3232,33716
3233,30074.42857
3235,34134
3239,34036
3240,39687.42857
3241,35987.71429
3242,33503.71429
3243,32155.2
3249,34511.28571
3250,38113.85714
3251,33476.28571
3260,34791.28571
3264,35847.42857
3265,37140.14286
3266,34780.57143
3268,33719.42857
3269,33351.57143
3272,33022.14286
3275,42515
3276,34993.28571
3277,39311
3279,44250
3280,37845.71429
3281,39162
3282,37943.85714
3283,37185.28571
3284,35633
3285,35409.57143
3286,34149.14286
3287,33097.42857
3289,36208.71429
3293,33723
3294,31025.71429
3300,36240.71429
3301,36061.14286
3302,35396.85714
3303,37606.75
3304,36563.57143
3305,39058.71429
3311,33333.85714
3312,33736.42857
3314,33671.14286
3315,34473.71429
3318,34747.85714
3319,36606.28571
3321,41182.42857
3324,35645.71429
3325,32590
3328,42995.57143
3331,43039.85714
3332,39535.28571
3333,36495.42857
3334,36984.71429
3335,44688.85714
3336,50771
3337,41460.28571
3338,42549.57143
3340,43755.42857
3341,43559.14286
3342,41213.85714
3345,42688.71429
3350,40243.85714
3351,37359.71429
3352,39444.14286
3353,42517.66667
3354,44581.5
3355,36313.85714
3356,36937.85714
3357,42357.57143
3358,47289.66667
3360,35475
3361,31613.14286
3363,36154
3364,34560.28571
3370,31754.42857
3371,31762.28571
3373,31571.42857
3374,44906
3377,37219.28571
3379,35856.71429
3380,36678.71429
3381,33361.42857
3384,30182
3385,31124.4
3387,30890.25
3388,35875.28571
3390,35711.14286
3392,31964.28571
3393,36457.85714
3395,36048.28571
3396,33279.42857
3400,37613.85714
3401,36642
3402,43759.33333
3407,35242.85714
3409,35504.14286
3414,37033.85714
3418,36324.85714
3419,36357.71429
3423,33431
3424,35592.71429
3427,44781.28571
3428,42244.85714
3429,44668
3431,44459.85714
3434,43108.42857
3435,41177.85714
3437,46461
3438,47085.85714
3440,45886
3441,50478.71429
3442,43966
3444,38261.57143
3446,37256.42857
3447,33665.14286
3448,35492
3450,34706
3451,35831.42857
3453,37359.57143
3458,34727.28571
3460,33097
3461,32929.42857
3462,32989.28571
3463,32172.14286
3464,33458.85714
3465,33185.42857
3467,32412.85714
3472,28059.57143
3477,32011.2
3478,33060.42857
3480,30553.57143
3483,32527.85714
3490,33083.85714
3494,32575.71429
3496,34951.14286
3498,37052.14286
3500,37063.71429
3501,38893.42857
3502,43029
3505,34909.57143
3512,34134.42857
3515,40501.42857
3516,35156.42857
3517,32138.57143
3518,29077.28571
3521,38887
3523,32713.14286
3525,30660.57143
3527,29002.71429
3533,35540.28571
3537,33878.85714
3546,36742.28571
3549,33895
3550,38629
3551,41795
3552,46579
3555,38072.42857
3556,37011.71429
3557,38344.42857
3558,33268.71429
3559,30927
3561,34527.14286
3563,31528.28571
3564,37594.71429
3566,33002.71429
3567,33184.85714
3568,34397.71429
3570,36580.71429
3571,35259
3573,29086.25
3575,31975.42857
3579,32147.28571
3580,31800.42857
3584,34167.85714
3585,37563.42857
3586,36280.4
3588,40765
3590,26863
3594,31511.14286
3595,30382.71429
3597,41348
3608,37517
3610,33237.71429
3612,33085.42857
3614,39203.71429
3616,36821.85714
3618,31305.71429
3620,35230.42857
3621,33521.85714
3622,30699.71429
3623,29805.28571
3624,31808.14286
3629,35884.28571
3630,36280.71429
3631,38928.57143
3632,41086.66667
3633,35756
3634,34702.71429
3635,33348.14286
3636,35111.57143
3637,30100.28571
3638,33271.57143
3639,31559.14286
3640,29973.85714
3641,35861.85714
3644,36291.42857
3646,34243
3649,30024.14286
3658,39867.85714
3659,38997
3660,37153.42857
3662,62246.14286
3664,36003.85714
3665,33052.16667
3666,33327.42857
3669,30607
3670,32345.14286
3672,36088.14286
3673,31662.14286
3675,34726.42857
3676,43948.5
3677,38436.28571
3678,36146.14286
3682,38559.28571
3683,39683.28571
3685,38681.85714
3687,40539.71429
3688,41660.57143
3690,41399.14286
3691,43178.57143
3695,33809.57143
3697,30878.71429
3698,34286
3699,30955
3700,34912.57143
3701,32231.57143
3707,32624.14286
3709,31474
3711,31752.71429
3712,35309.57143
3713,31296.42857
3714,34146.14286
3717,32702.57143
3719,29275.85714
3720,31447.14286
3722,33969.57143
3723,28873.14286
3725,33062.28571
3726,29094.57143
3727,28484
3728,33814.28571
3730,35222.28571
3732,29114.14286
3735,34354
3737,35480.14286
3740,34878.14286
3741,32837.57143
3744,31268.57143
3746,35314.66667
3747,36777
3749,38969.57143
3750,42754.28571
3752,44424.85714
3753,45657.71429
3754,46080.85714
3756,44408.28571
3757,41786.42857
3758,43467.42857
3759,42931.14286
3760,43306.85714
3761,39127.42857
3763,40198.71429
3764,42083.14286
3765,42938.28571
3766,41892.14286
3767,39361.85714
3770,42229.42857
3775,40871.42857
3777,37569
3779,27074.42857
3781,43052.71429
3782,41243.85714
3783,40840.28571
3786,44471.28571
3787,42850.71429
3788,41239
3791,41005.57143
3792,41939.14286
3793,37797.57143
3795,38393.28571
3796,41530.42857
3797,36999.71429
3799,36149
3802,39886.14286
3803,38308.85714
3804,43737.71429
3805,41824
3806,44444.57143
3807,45135.85714
3808,46478.14286
3809,46421.85714
3810,41889.14286
3812,40106.71429
3813,38592.57143
3814,38988.42857
3815,38474
3816,37321.85714
3818,36938
3820,38083.57143
3821,35567.85714
3822,38127.14286
3823,36891.42857
3824,39072
3825,37175
3831,35270.71429
3835,34820
3840,37562.57143
3842,38017.42857
3844,43431
3847,37109.85714
3850,38932.42857
3851,33805.28571
3854,43254.28571
3856,41129.85714
3857,35584.28571
3858,35888.71429
3859,32899.14286
3860,36241.42857
3862,36510.85714
3865,36297.85714
3869,40103.85714
3870,34103.28571
3871,34225.57143
3873,34622.66667
3874,32714.85714
3875,35930.42857
3878,33810
3880,30818.57143
3882,34125.14286
3885,32444.14286
3888,33095.14286
3892,30696.42857
3896,36198.42857
3898,30757
3902,32376.71429
3903,34096.71429
3904,30957.57143
3909,31457.85714
3910,43707.28571
3911,40437.57143
3912,41194
3913,41160.14286
3915,38039.85714
3916,39735.85714
3918,40184.28571
3919,38023.14286
3920,43250.71429
3922,31788.57143
3923,32567.85714
3925,34707.57143
3926,39113.71429
3927,38130.57143
3928,40072.85714
3929,39082.14286
3930,46427
3931,39101.42857
3933,38435.42857
3934,41878
3936,36622.42857
3937,39737.85714
3938,35112.28571
3939,35010.71429
3940,32155.85714
3941,34576.42857
3942,34259.28571
3943,35089
3944,55758.28571
3945,33776
3950,35269.28571
3951,32871.71429
3953,35829.57143
3954,35340.8
3956,31521.42857
3957,35379.5
3959,30194
3960,31125.57143
3962,29520
3966,29341.14286
3971,32419.57143
3975,44495.42857
3976,39710
3977,42436.57143
3978,45109.14286
3979,32392.66667
3980,42657
3981,39394.42857
3984,34927
3987,37769.28571
3988,32402.28571
3991,28553.71429
3992,32684.71429
3995,32631.71429
3996,33664.42857
6000,47563.85714
6003,43315.71429
6004,47497.57143
6005,51935.71429
6006,52721.57143
6007,57168.42857
6008,57467.57143
6009,53932.28571
6010,54947.85714
6011,66182.42857
6012,52731.71429
6014,51339.57143
6015,60287.85714
6016,51047.14286
6017,45029.85714
6018,51053.85714
6019,52336.14286
6020,49003.14286
6021,45762.42857
6022,44899
6023,47930.14286
6024,44729
6025,47163.85714
6026,46301.57143
6027,45301.28571
6028,48120.42857
6029,52962.85714
6030,43739.85714
6031,47406.57143
6033,39807.85714
6034,53101.2
6035,44109.57143
6036,46311.14286
6037,41209.71429
6038,53259.8
6041,34070
6044,34939.57143
6050,51637.85714
6051,49167.85714
6052,50206.57143
6053,49898.42857
6054,45780.14286
6055,50055.85714
6056,45032.28571
6057,48509.14286
6058,46464.14286
6059,43230
6060,47460
6061,39904.57143
6062,41611.28571
6063,42031.85714
6064,39555.85714
6065,46892.14286
6066,42274
6069,49838.85714
6070,47768.71429
6071,44616.14286
6072,42629.42857
6073,43068.71429
6074,43212.71429
6076,44772
6077,44273.6
6078,45181.2
6081,46824.57143
6082,45357.14286
6083,46046.42857
6084,46060.14286
6100,47097.28571
6101,46999.14286
6102,35253.42857
6103,46676.42857
6104,46159.71429
6105,43607.71429
6107,40846.57143
6108,42531.85714
6109,41112.57143
6110,44277.71429
6111,43535.71429
6112,46365.14286
6121,45789.42857
6122,49744.85714
6123,45703.42857
6124,45970.57143
6125,45652.14286
6147,40531.28571
6148,42440.14286
6149,43841.57143
6150,39664
6151,52882.28571
6152,47562.14286
6153,49669.42857
6154,45874
6155,44422.42857
6156,51003.85714
6157,50286.14286
6158,52987.71429
6159,57036.71429
6160,46400.28571
6162,46568.28571
6163,44904
6164,49624.28571
6166,48797
6167,45548.28571
6168,43658.42857
6169,44133.28571
6170,48934.28571
6171,52136.28571
6172,47360
6173,52886.85714
6174,47345.57143
6175,49764.85714
6176,45710
6180,50578.8
6181,51274.2
6207,45612
6208,41442.14286
6209,41588.4
6210,40613.14286
6211,43591.4
6213,40536.57143
6214,40363.71429
6215,41782.28571
6218,34877
6220,41996
6224,41517.85714
6225,43654.28571
6226,45606.57143
6227,47000.85714
6230,43428.85714
6231,44072
6232,45538.14286
6233,45685.57143
6236,40432.28571
6237,43552.28571
6239,36153.71429
6244,37227.14286
6251,37954
6253,27980.14286
6254,38102.85714
6255,35497.28571
6258,37482.85714
6260,33310.85714
6262,30220.14286
6271,40169
6275,31314.57143
6280,37642.14286
6281,39105.14286
6282,36586
6284,38553.42857
6285,36023
6286,32166.85714
6288,30361.28571
6290,29769.14286
6302,38965.71429
6304,39385.71429
6306,40967.71429
6308,42320
6311,40485.71429
6312,42658.85714
6315,38688.71429
6316,47404.4
6317,40724.85714
6318,40760.28571
6320,43712.28571
6321,31658.42857
6323,34544
6324,34630.85714
6326,31569.14286
6328,35924.85714
6330,38179.71429
6331,40718
6333,30977.42857
6335,47096.57143
6336,38523.6
6337,46195.57143
6338,41682
6346,45472.14286
6348,39384.42857
6350,44781.14286
6353,46818.28571
6355,52297.14286
6359,46468.42857
6365,47184.42857
6367,42816
6369,44408.42857
6370,42548.85714
6375,46623.14286
6383,47987.57143
6390,58186.71429
6391,45192.28571
6392,44699.28571
6395,38396.85714
6396,39659.85714
6398,27152
6401,43439.57143
6405,52065
6407,47967.42857
6409,44781.57143
6410,41202.14286
6415,45975.28571
6418,50092.42857
6426,50401.57143
6429,48923.57143
6430,60048.85714
6432,54158
6433,76619
6437,78351.33333
6438,45759.14286
6440,45456.85714
6442,64944.71429
6443,41853.42857
6448,37966.33333
6450,41427.14286
6460,41079
6461,41298.42857
6468,46738.8
6475,41329.57143
6479,40997.14286
6485,45637.42857
6501,44949.14286
6502,36723
6503,35447.71429
6507,42426.14286
6510,42627.14286
6511,36877.28571
6514,34873.14286
6515,43333
6516,38094.28571
6517,43419.42857
6519,40280.85714
6521,33287.57143
6522,47335.28571
6525,40193
6528,35897.71429
6530,44005.57143
6531,44156.33333
6532,45989.57143
6535,35307.71429
6536,33980.57143
6537,38937
6556,45314
6558,42340.28571
6560,45428.14286
6562,43681.85714
6564,39474.14286
6566,38708
6569,43793
6603,44393
6609,46670.14286
6620,36155.66667
6623,45024.57143
6630,41157.85714
6638,41421.14286
6642,42835.71429
6701,40294
6707,45700.57143
6710,76909.57143
6713,85788.57143
6714,71213.71429
6716,107468.8571
6718,37351.14286
6720,83758.14286
6721,79719.85714
6722,68428
6725,48272.85714
6726,48450.71429
6728,43647.14286
6740,42548.42857
6743,49597.14286
6751,81840.57143
6753,70733
6754,99674.28571
6765,33952.71429
6770,37612.85714
6798,69566.71429
6799,43435.71429
6919,47864.66667
